Month,Year,Location,Latitude,Longitude,State,MinTemp,MaxTemp,Rainfall,WindGustSpeed,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Temp9am,Temp3pm
11,2011,Cairns,-16.9186,145.7781,QLD,22.8,30.9,2.73,35.2,70.4,56.8,1013.2,1010.1,27.3,29.7
12,2011,Cairns,-16.9186,145.7781,QLD,24.1,31.9,4.88,35.7,68.9,67.1,1008.1,1005.4,28.8,30
1,2012,Cairns,-16.9186,145.7781,QLD,23.5,31.5,11.46,34.5,71.7,65.4,1009,1006.1,28.2,30
2,2012,Cairns,-16.9186,145.7781,QLD,24.1,31.9,9.25,35.9,72.6,66.6,1008.4,1005.7,28.6,30.1
3,2012,Cairns,-16.9186,145.7781,QLD,23.6,30.2,30.25,35.6,81,72.6,1009.1,1005.9,26.8,28.9
4,2012,Cairns,-16.9186,145.7781,QLD,20.9,29.9,5.51,37,69.5,60.2,1014.4,1011.3,25.9,28.4
5,2012,Cairns,-16.9186,145.7781,QLD,20.4,27.4,4.65,42.9,71.6,64.3,1015.8,1013,23.7,25.8
6,2012,Cairns,-16.9186,145.7781,QLD,16.5,26,0.54,31,72.7,57.5,1016.1,1012.8,21.3,24.8
7,2012,Cairns,-16.9186,145.7781,QLD,18,25.8,1.41,40,67.7,57.8,1017.3,1014.1,21.5,24.5
8,2012,Cairns,-16.9186,145.7781,QLD,16.7,27.2,0.17,35.8,61.7,49.8,1018.9,1015.5,22.5,25.7
9,2012,Cairns,-16.9186,145.7781,QLD,18.9,28.9,0.43,37.3,61,54.2,1017.3,1013.6,25,26.9
10,2012,Cairns,-16.9186,145.7781,QLD,20.4,29.9,0.94,41.4,62.3,52.1,1016.1,1012.8,26,28.1
11,2012,Cairns,-16.9186,145.7781,QLD,22,31.3,0.73,36.3,63.1,57.1,1014,1010.8,27.7,29
1,2013,Cairns,-16.9186,145.7781,QLD,24,32.7,10.54,40.5,70.6,62.9,1006.9,1004.1,28.8,30.8
3,2013,Cairns,-16.9186,145.7781,QLD,23.4,30.8,5.92,41.5,76.3,68.3,1010.2,1007.2,26.9,29
4,2013,Cairns,-16.9186,145.7781,QLD,21.8,29.4,3.11,41.3,74.9,67,1013.5,1010.4,25.8,28
5,2013,Cairns,-16.9186,145.7781,QLD,20.9,27.6,5.56,43.2,76.9,67.7,1016.4,1013.5,24,26
6,2013,Cairns,-16.9186,145.7781,QLD,19.1,26.9,0.9,38.7,71.2,60.9,1016.2,1013.3,22.8,25.2
7,2013,Cairns,-16.9186,145.7781,QLD,18.7,26.4,1.21,45.8,70.4,59.6,1018.1,1015.3,22.2,24.9
8,2013,Cairns,-16.9186,145.7781,QLD,16.2,27.9,0.12,36.8,61.3,49.9,1018.1,1014.8,23.1,26.2
9,2013,Cairns,-16.9186,145.7781,QLD,18.4,28.5,1.45,39.2,64.1,58.9,1017.1,1013.7,25,26.9
10,2013,Cairns,-16.9186,145.7781,QLD,21.1,30.6,1.35,37.7,60.2,54.5,1015.9,1012.6,27.2,28.5
11,2013,Cairns,-16.9186,145.7781,QLD,22.9,30.5,5.51,36.1,67.8,65.7,1012,1008.9,27.8,28.8
12,2013,Cairns,-16.9186,145.7781,QLD,22.4,31,1.83,38.7,66.4,58.5,1012,1009.4,27.9,29.4
1,2014,Cairns,-16.9186,145.7781,QLD,24.2,31.7,9.52,42.1,72,67.5,1008.7,1006.3,28.5,29.6
2,2014,Cairns,-16.9186,145.7781,QLD,23.6,30.2,14.14,36.8,77.6,75.2,1008.6,1006,27.3,28.2
3,2014,Cairns,-16.9186,145.7781,QLD,23.3,30.1,13.53,42,78.7,69.6,1012.5,1009.7,26.4,28.5
4,2014,Cairns,-16.9186,145.7781,QLD,23.2,29.7,12.6,43.2,76.3,66.8,1013.5,1010.5,26.3,28.4
5,2014,Cairns,-16.9186,145.7781,QLD,20.3,27.8,2.99,42.4,72.5,65.7,1016.9,1013.9,24.1,26.2
6,2014,Cairns,-16.9186,145.7781,QLD,19,26,2.39,41.6,73.5,64.8,1016.8,1014,22.4,24.6
7,2014,Cairns,-16.9186,145.7781,QLD,15.9,26.2,0.46,39,65.1,51.9,1019,1016,21.5,24.8
8,2014,Cairns,-16.9186,145.7781,QLD,17.2,26.6,0.96,41.4,67.2,54.7,1019,1015.9,22.4,25
9,2014,Cairns,-16.9186,145.7781,QLD,17.3,28.9,0.06,37.3,58.9,48.4,1018.1,1014.5,24.4,27.1
10,2014,Cairns,-16.9186,145.7781,QLD,19.6,30.3,0.45,41.7,55.8,46.3,1016.9,1013.5,26.4,28.4
11,2014,Cairns,-16.9186,145.7781,QLD,22,31.9,0.47,37,59.5,51.2,1014.9,1011.7,28.3,30.1
12,2014,Cairns,-16.9186,145.7781,QLD,24.3,32.6,2.97,33.4,63.3,58.9,1010.7,1007.7,29.7,30.9
1,2015,Cairns,-16.9186,145.7781,QLD,24.7,32.9,6.8,37.2,68.4,70.2,1007.7,1004.8,29.5,30.4
2,2015,Cairns,-16.9186,145.7781,QLD,23.9,31.5,21.29,41,74.6,70,1009.9,1007.1,28,29.6
3,2015,Cairns,-16.9186,145.7781,QLD,24,31.7,7.78,41.6,72.2,60.9,1011.4,1008.4,28,30.4
4,2015,Cairns,-16.9186,145.7781,QLD,21.9,30.3,2.77,38.8,69,59.1,1014.5,1011.3,26.6,28.8
5,2015,Cairns,-16.9186,145.7781,QLD,20,28.7,0.94,39.6,68,58.4,1017.6,1014.3,24.5,27.2
6,2015,Cairns,-16.9186,145.7781,QLD,20.1,26.8,5.92,42.5,76.3,63.2,1018.1,1015.5,23,25.5
7,2015,Cairns,-16.9186,145.7781,QLD,17.4,25.9,0.81,40,72.3,56.4,1019.8,1016.8,21.3,24.6
8,2015,Cairns,-16.9186,145.7781,QLD,17.1,27.3,0.63,34.9,66.5,54.5,1019.5,1016.2,22.9,25.8
9,2015,Cairns,-16.9186,145.7781,QLD,18.6,28.8,0.43,38.2,61.3,48.8,1019.1,1015.5,24.7,27
10,2015,Cairns,-16.9186,145.7781,QLD,20,29,2.09,44.2,66.9,55.7,1020,1016.8,25.3,27.1
11,2015,Cairns,-16.9186,145.7781,QLD,22.9,30.6,3.08,35.1,69,64.6,1013.8,1010.5,27.8,29.1
12,2015,Cairns,-16.9186,145.7781,QLD,23.5,31,9.47,37.6,71.7,65.6,1012.7,1009.8,27.8,29.1
1,2016,Cairns,-16.9186,145.7781,QLD,24,32.1,9.63,33.1,70.5,63.6,1012.1,1009,28.9,30.7
2,2016,Cairns,-16.9186,145.7781,QLD,24.3,33.2,4.69,34.6,68.1,66.7,1010,1006.9,29.8,31.4
3,2016,Cairns,-16.9186,145.7781,QLD,24,31.8,8.33,35.8,77.6,68.1,1012.1,1008.8,27.7,30.5
4,2016,Cairns,-16.9186,145.7781,QLD,22.9,30.4,4.59,44.9,76.4,66.1,1015.1,1012.3,26.5,29
5,2016,Cairns,-16.9186,145.7781,QLD,22,28.6,9.34,37.9,76.4,68.1,1016.2,1013.4,25.7,27.7
6,2016,Cairns,-16.9186,145.7781,QLD,20.1,27.4,2.22,34.2,79.8,70.5,1016.7,1013.8,23.7,26.2
7,2016,Cairns,-16.9186,145.7781,QLD,19.1,27,2.74,37.8,76.5,63.7,1017.3,1014.3,22.9,26
8,2016,Cairns,-16.9186,145.7781,QLD,18.2,26.6,1.35,40.7,72.9,61.9,1017.9,1014.6,22.3,25.2
9,2016,Cairns,-16.9186,145.7781,QLD,20.9,28.3,4.5,37.6,77.5,68.3,1017.1,1014,25.3,26.8
10,2016,Cairns,-16.9186,145.7781,QLD,21.5,30.1,0.54,40.9,62.8,57.1,1016.1,1012.7,27,28.4
11,2016,Cairns,-16.9186,145.7781,QLD,22.5,31.9,0.77,35.7,60.8,58.8,1012.8,1009.4,29,29.9
12,2016,Cairns,-16.9186,145.7781,QLD,22.4,32.1,4.03,36.2,62.3,56.4,1012.5,1009.9,29.2,30.8
1,2017,Cairns,-16.9186,145.7781,QLD,24.6,32.2,12.09,33.8,77.1,69.9,1009.1,1006.2,28.7,30.7
2,2017,Cairns,-16.9186,145.7781,QLD,24.5,31.9,16.35,42.1,76.1,71.8,1010.6,1007.7,28.5,30.1
3,2017,Cairns,-16.9186,145.7781,QLD,24.3,32.5,3.91,32.8,74.7,69.3,1010.1,1006.7,28.9,30.9
4,2017,Cairns,-16.9186,145.7781,QLD,22,29.7,6.11,43.2,74.3,67.3,1014.9,1011.9,25.8,27.8
5,2017,Cairns,-16.9186,145.7781,QLD,20.5,28.3,2.41,42.2,73.3,63.4,1016.7,1013.7,24.5,26.9
6,2017,Cairns,-16.9186,145.7781,QLD,18.6,26.2,0.83,44.6,69.6,60.3,1019,1016.3,22,24.6
11,2007,Canberra,-35.2809,149.13,ACT,11.8,25.1,3.18,41.3,69.3,42.2,1018.5,1015.5,16.8,23.7
12,2007,Canberra,-35.2809,149.13,ACT,13.3,25.1,3.26,40.6,69.8,49.3,1015.1,1012.7,17.8,23.2
1,2008,Canberra,-35.2809,149.13,ACT,15.3,29.1,1.41,43.1,65.9,39.5,1014.1,1011.3,19.7,27.3
2,2008,Canberra,-35.2809,149.13,ACT,12.7,24.6,2.23,40.9,72.9,46.1,1013.5,1010.7,16.3,23.2
3,2008,Canberra,-35.2809,149.13,ACT,10.9,26,0.97,38.3,70.7,36,1020.3,1017.3,15.4,24.6
4,2008,Canberra,-35.2809,149.13,ACT,5.2,19.5,0.58,35.3,74.6,41.6,1022.1,1018.9,11.1,18.4
5,2008,Canberra,-35.2809,149.13,ACT,2.6,17.2,0.43,29.7,80.7,46.9,1022.5,1019.5,7.9,16.4
6,2008,Canberra,-35.2809,149.13,ACT,4.4,14.5,0.73,33.3,83.7,59.8,1026,1023.4,8.2,13.4
7,2008,Canberra,-35.2809,149.13,ACT,-0.1,11.7,1.47,39,83.9,57.7,1021,1018.5,4.2,10.6
8,2008,Canberra,-35.2809,149.13,ACT,0.3,12.8,0.57,43.8,69.9,48.8,1021.4,1018.9,6.4,11.2
9,2008,Canberra,-35.2809,149.13,ACT,3.9,18,1.36,44.9,60.7,35.7,1020.5,1017.2,11.3,17
10,2008,Canberra,-35.2809,149.13,ACT,7.2,23,1.08,47.5,62.8,31.1,1020.9,1017.5,13.5,21.7
11,2008,Canberra,-35.2809,149.13,ACT,10.6,23.5,2.91,45.4,61.1,36.1,1011.5,1008.9,15.5,22
12,2008,Canberra,-35.2809,149.13,ACT,11.9,25.3,3.9,48.9,59.3,37.4,1009.3,1007,17.4,23.3
1,2009,Canberra,-35.2809,149.13,ACT,14,31,1.68,48.9,57.9,26.5,1014.3,1011,20.1,29.3
2,2009,Canberra,-35.2809,149.13,ACT,14.3,28.7,0.25,44.5,65.8,34.5,1014.7,1011.7,18.8,27
3,2009,Canberra,-35.2809,149.13,ACT,11.8,26.7,0.33,42,66.5,28.9,1018,1015.1,15.6,25.2
4,2009,Canberra,-35.2809,149.13,ACT,8.4,19.6,2.42,41,71.9,47.4,1020.2,1017.3,12.9,18.2
5,2009,Canberra,-35.2809,149.13,ACT,4.2,16.5,0.08,31.7,76.8,49.6,1025.3,1022.5,9.3,15.4
6,2009,Canberra,-35.2809,149.13,ACT,3.3,12.7,1.18,29.8,87.4,61.9,1019.7,1017,6.7,11.6
7,2009,Canberra,-35.2809,149.13,ACT,1.7,12.4,0.94,42.5,79.7,57.6,1019.1,1016.9,6.3,11.2
3,2010,Canberra,-35.2809,149.13,ACT,11.6,24.7,2.61,34.3,79.3,45.6,1021.5,1019.1,15.5,23.6
4,2010,Canberra,-35.2809,149.13,ACT,7.5,21.1,0.65,32.2,72.8,46.7,1021.3,1018.1,13.7,20
5,2010,Canberra,-35.2809,149.13,ACT,3.3,16.5,2.74,29.4,81.7,50.4,1020.2,1017.3,8.6,15.5
6,2010,Canberra,-35.2809,149.13,ACT,1.3,12.9,0.81,33,82.8,54.6,1024.5,1022,6.3,11.7
7,2010,Canberra,-35.2809,149.13,ACT,0.4,12.7,2.35,29,90.2,56.4,1025.9,1023.3,5,11.7
8,2010,Canberra,-35.2809,149.13,ACT,2.1,12.3,2.28,44.9,75.3,56,1016.6,1013.9,6.7,10.7
9,2010,Canberra,-35.2809,149.13,ACT,4,16.3,2.13,45.4,69.1,47.1,1019.2,1016.4,10.4,14.9
10,2010,Canberra,-35.2809,149.13,ACT,7.2,19.6,3.32,40.6,75.5,52,1021,1018.3,12.8,18.4
11,2010,Canberra,-35.2809,149.13,ACT,9.4,22.2,4.48,37.8,71.6,52,1019.1,1016.7,15.8,20.8
12,2010,Canberra,-35.2809,149.13,ACT,11.9,24.7,6.64,46.4,73.1,47.2,1012.1,1009.8,17.3,23.2
1,2011,Canberra,-35.2809,149.13,ACT,15.2,28.6,1.86,38.9,73.8,48.7,1012.3,1009.8,20,27.1
2,2011,Canberra,-35.2809,149.13,ACT,14.4,26.7,4.61,40.4,75,52.2,1015.9,1013.9,19.1,24.9
3,2011,Canberra,-35.2809,149.13,ACT,12.2,23.3,1.08,38.9,83,55.6,1016.2,1014.4,15.8,21.1
5,2011,Canberra,-35.2809,149.13,ACT,0.3,16.1,0.46,35.3,77.4,42.8,1020.5,1017.5,7.4,14.7
6,2011,Canberra,-35.2809,149.13,ACT,1.2,13.4,0.37,42.2,76.3,52.3,1023,1021.1,7.2,11.6
7,2011,Canberra,-35.2809,149.13,ACT,-0.3,12.4,0.83,44.3,81.4,48.7,1022.6,1020.2,5,11.1
8,2011,Canberra,-35.2809,149.13,ACT,1.4,16.1,2.35,34.8,78.5,45.1,1023.6,1020.5,8,15
9,2011,Canberra,-35.2809,149.13,ACT,1.8,18.3,1.26,50.1,61.4,40.9,1019,1016.1,11.3,16.5
10,2011,Canberra,-35.2809,149.13,ACT,5.5,21,0.47,39.9,69.1,41.9,1019.7,1017.1,12.3,19.4
11,2011,Canberra,-35.2809,149.13,ACT,10.2,25.4,4.04,48,69.6,39.8,1015.8,1013.5,16.9,23.4
12,2011,Canberra,-35.2809,149.13,ACT,11.1,24.6,2.18,37.9,70.3,47.2,1013.8,1011,16.5,22.8
1,2012,Canberra,-35.2809,149.13,ACT,12.5,27.2,1.56,43.4,65.7,40.2,1014.5,1011.9,18.5,25.6
2,2012,Canberra,-35.2809,149.13,ACT,12.9,25,4.36,38,78.4,51.4,1014.3,1011.9,16.7,23.7
3,2012,Canberra,-35.2809,149.13,ACT,10.1,22.1,6.24,39,83.3,56.4,1016.7,1014.4,13.9,20.5
4,2012,Canberra,-35.2809,149.13,ACT,6.2,20.1,0.58,32.7,79.3,52.2,1021.6,1018.7,12.7,18.8
5,2012,Canberra,-35.2809,149.13,ACT,0.1,15.5,1.19,31.8,83.6,49.3,1023.3,1020.6,6.7,14.4
6,2012,Canberra,-35.2809,149.13,ACT,1.5,13,1.83,35.7,86.9,59,1021,1018.5,6.6,11.7
7,2012,Canberra,-35.2809,149.13,ACT,0.3,13.1,0.62,34.5,86.9,50.9,1022.8,1020,5.2,11.9
8,2012,Canberra,-35.2809,149.13,ACT,0.4,13.5,1.54,50.9,68.8,46,1017.9,1015.5,7,11.8
9,2012,Canberra,-35.2809,149.13,ACT,2,18.2,1.31,47.8,66.5,40.4,1017.8,1014.5,10.3,16.7
10,2012,Canberra,-35.2809,149.13,ACT,3.5,20.8,2.23,45,64.9,36.8,1018.1,1015.2,12.3,19.7
11,2012,Canberra,-35.2809,149.13,ACT,9.3,25.5,0.99,43.4,67.4,37.3,1016.6,1013.8,15.7,23.6
1,2013,Canberra,-35.2809,149.13,ACT,13.2,31.7,2.56,48.1,60.1,28.3,1011.4,1008.3,19.8,29.3
3,2013,Canberra,-35.2809,149.13,ACT,9.2,25.3,1.02,39.6,73.3,39.4,1018.9,1016.2,15,23.5
4,2013,Canberra,-35.2809,149.13,ACT,5.5,21.8,0.35,36.1,72.9,38.8,1021.3,1018.3,12.5,20.2
5,2013,Canberra,-35.2809,149.13,ACT,1.6,17,0.26,34.8,76.7,44.5,1023.7,1020.7,8.8,15.8
6,2013,Canberra,-35.2809,149.13,ACT,1.6,13.8,2.94,33.2,85.4,57.6,1022,1019.6,6.5,12.8
7,2013,Canberra,-35.2809,149.13,ACT,1.7,13.4,1.38,33.4,87.4,60.5,1025.6,1023.1,6.3,12.1
8,2013,Canberra,-35.2809,149.13,ACT,2.4,14.8,0.87,46.3,78.1,52.1,1017.3,1014.8,8,13.3
9,2013,Canberra,-35.2809,149.13,ACT,4,19.9,3.03,44.7,66.8,45.3,1016.9,1014.1,12.8,18.4
10,2013,Canberra,-35.2809,149.13,ACT,3.8,21.9,0.43,50.7,59.5,35.6,1016,1013.4,12.9,20.1
11,2013,Canberra,-35.2809,149.13,ACT,6.7,23.8,3.52,46.6,61.5,37.3,1014.7,1012.1,14.9,21.8
12,2013,Canberra,-35.2809,149.13,ACT,11.3,28.4,0.77,49.1,60,29.9,1013.8,1010.6,18.3,27
1,2014,Canberra,-35.2809,149.13,ACT,12.3,31.4,0.17,46.1,53.3,25.8,1014.9,1011.4,20,29.5
2,2014,Canberra,-35.2809,149.13,ACT,14.2,29.5,2.19,45.9,70.3,40.8,1014.3,1011.2,18.9,27.2
3,2014,Canberra,-35.2809,149.13,ACT,12.2,24.2,2.84,37.2,82.9,56.4,1020,1017.6,16.3,22.5
4,2014,Canberra,-35.2809,149.13,ACT,7.4,19.7,2.31,30.4,82.3,58.5,1019.7,1016.8,13,18.6
5,2014,Canberra,-35.2809,149.13,ACT,2.5,17.6,0.5,33.9,87.8,56.2,1023,1020,8.7,16.2
6,2014,Canberra,-35.2809,149.13,ACT,2.7,13.2,1.97,38.5,88.2,67.2,1021.2,1019,7.1,12
7,2014,Canberra,-35.2809,149.13,ACT,0,12.2,0.52,38,87.7,61.7,1021.4,1018.9,4.9,11
8,2014,Canberra,-35.2809,149.13,ACT,-0.8,14.3,0.86,34.8,79.7,50.6,1028.2,1025.3,5.9,13
9,2014,Canberra,-35.2809,149.13,ACT,2.7,17.9,0.96,41.6,70.3,48.8,1021.1,1017.9,11.3,16.3
10,2014,Canberra,-35.2809,149.13,ACT,5.5,22.6,1.78,45.9,66.4,40.8,1018.6,1015.6,13.5,21.2
11,2014,Canberra,-35.2809,149.13,ACT,10.2,27.8,0.81,46.2,59.5,30.6,1016.2,1013.1,17.3,26
12,2014,Canberra,-35.2809,149.13,ACT,12.7,27.6,3.4,48.3,68.2,41.3,1011.8,1009.1,18.4,25.2
1,2015,Canberra,-35.2809,149.13,ACT,13.9,27.4,3.13,44.4,68.6,47,1012.1,1009.4,19.5,25.2
2,2015,Canberra,-35.2809,149.13,ACT,13.1,28.1,1.08,38.8,72.4,43,1018.4,1015.7,18.4,26.2
3,2015,Canberra,-35.2809,149.13,ACT,8.8,26,0.44,41,72.6,34.1,1016.4,1013.6,14.4,24.3
4,2015,Canberra,-35.2809,149.13,ACT,7.2,19.4,3.06,36.3,76.6,58.1,1020.2,1017.9,13.1,17.3
5,2015,Canberra,-35.2809,149.13,ACT,2.4,16.3,0.1,37.8,78.1,53.2,1023.1,1020.4,8.7,15.1
6,2015,Canberra,-35.2809,149.13,ACT,-1.2,13.8,1.11,28.5,88,57,1028,1025.5,4.6,12.5
7,2015,Canberra,-35.2809,149.13,ACT,-0.7,11.5,1.2,34.2,86,59.8,1023.6,1021.1,4.3,10.2
8,2015,Canberra,-35.2809,149.13,ACT,1.1,13.9,2.3,40.7,81.8,57.4,1021.8,1019.1,6.6,12.4
9,2015,Canberra,-35.2809,149.13,ACT,1.5,17.2,0.47,40.5,70.1,46.2,1023.5,1020.5,10.3,15.9
10,2015,Canberra,-35.2809,149.13,ACT,8.4,24.8,0.95,42.1,69.4,40.9,1025,1022.1,15.6,23.4
11,2015,Canberra,-35.2809,149.13,ACT,10.9,25.6,2.03,43.9,66.1,40.5,1015.2,1012.4,17.4,24.1
12,2015,Canberra,-35.2809,149.13,ACT,11.4,29.5,1.17,44.4,53,24.7,1017.4,1014.2,19.2,27.5
1,2016,Canberra,-35.2809,149.13,ACT,14,28.5,3.43,44.2,65.8,43.1,1014.5,1011.9,19.8,26.2
2,2016,Canberra,-35.2809,149.13,ACT,13.3,29.3,0.81,40.7,67.4,36.6,1015,1012.2,19.2,27.9
3,2016,Canberra,-35.2809,149.13,ACT,12.6,27.7,0.92,38.8,75,37,1019,1015.9,17.2,26.1
4,2016,Canberra,-35.2809,149.13,ACT,8.3,23.9,0.23,34.9,72.1,37,1024,1020.5,14.5,22.8
5,2016,Canberra,-35.2809,149.13,ACT,4.6,17.3,1.59,45.1,79.2,53.5,1017.9,1015.3,10.2,16.1
6,2016,Canberra,-35.2809,149.13,ACT,3,13,4.81,37.4,86.2,64.8,1019.1,1016.6,6.7,11.7
7,2016,Canberra,-35.2809,149.13,ACT,2.2,12.7,2.29,41.5,87.4,63.9,1020.4,1018.1,6.4,11.8
8,2016,Canberra,-35.2809,149.13,ACT,1.1,14.3,1.49,37.7,82,52.6,1023,1020.2,7,13
9,2016,Canberra,-35.2809,149.13,ACT,4.8,15.8,4.97,41.6,78.9,62.4,1015.5,1013.1,10.4,14.3
10,2016,Canberra,-35.2809,149.13,ACT,5.2,18.5,1.41,49,69.4,51.9,1015.5,1013.2,11.6,16.7
11,2016,Canberra,-35.2809,149.13,ACT,8.3,25.4,1.79,47.8,62.7,35.4,1013.9,1011.2,16.3,24.2
12,2016,Canberra,-35.2809,149.13,ACT,13.8,28.7,2.61,44.2,64.2,37.9,1012.7,1009.9,20.1,27.1
1,2017,Canberra,-35.2809,149.13,ACT,14.9,32.8,0.27,47.1,63.1,31.2,1012.5,1009.4,21.3,30.7
2,2017,Canberra,-35.2809,149.13,ACT,12.9,30.1,0.74,45.7,63.9,34.6,1014.9,1012.3,19.1,27.6
3,2017,Canberra,-35.2809,149.13,ACT,13.2,26.4,2.77,41.5,80.4,52,1017,1014.5,17.3,24.3
4,2017,Canberra,-35.2809,149.13,ACT,5.4,19.8,1.13,31.8,79.1,50.1,1023.3,1019.9,12.2,18.8
5,2017,Canberra,-35.2809,149.13,ACT,1.6,16.4,1.1,31.5,82.7,53.5,1024.1,1021.3,8.1,15.3
6,2017,Canberra,-35.2809,149.13,ACT,-1.1,14,0.09,27.7,88.7,55.6,1029,1026.2,4.7,13.2
1,2009,Cobar,-31.4958,145.8389,NSW,22.2,36.6,1.05,44.4,37.9,19.9,1012.2,1009.6,27.1,34.4
2,2009,Cobar,-31.4958,145.8389,NSW,20.7,33.1,2.6,40.3,47.8,31.1,1011.3,1009.1,24.3,31.6
3,2009,Cobar,-31.4958,145.8389,NSW,17.8,31.3,0.32,38.6,43.3,22.5,1015.9,1013.7,21.3,29.9
4,2009,Cobar,-31.4958,145.8389,NSW,13.6,24.8,0.88,35.8,60.7,36.9,1018.8,1015.7,17.6,23.8
5,2009,Cobar,-31.4958,145.8389,NSW,9.1,20.5,1.26,32,62.1,42,1022.7,1019.8,14.2,19.7
6,2009,Cobar,-31.4958,145.8389,NSW,7.7,16.8,3.05,29.4,79.9,55.7,1018.3,1015.7,10.7,15.8
7,2009,Cobar,-31.4958,145.8389,NSW,5.9,15.8,0.37,29,74.4,51.5,1020.7,1018.5,9.8,14.9
8,2009,Cobar,-31.4958,145.8389,NSW,7.6,20.6,0.03,33.8,49.5,29.8,1019.3,1016.2,13.8,19.7
9,2009,Cobar,-31.4958,145.8389,NSW,9.4,23.6,0.61,42.1,41.7,25.8,1017.2,1013.7,16.5,22.3
10,2009,Cobar,-31.4958,145.8389,NSW,12.1,26.3,1.05,43.9,42.9,26.7,1018.7,1016,18.2,24.6
11,2009,Cobar,-31.4958,145.8389,NSW,20.4,34.6,0.33,42.1,36.8,22,1014.8,1011.9,26,32.7
12,2009,Cobar,-31.4958,145.8389,NSW,19.2,33.5,1.06,41.1,42.4,24.7,1014.1,1011.6,24.8,31.6
1,2010,Cobar,-31.4958,145.8389,NSW,21.7,36.2,0.36,40.2,38.1,21.7,1011.9,1009.5,27.1,34.1
2,2010,Cobar,-31.4958,145.8389,NSW,20.5,31.1,4.58,36.9,65.6,46.5,1014.1,1012.3,23.5,29.1
3,2010,Cobar,-31.4958,145.8389,NSW,17.1,29.8,0.95,34,57.9,34.4,1018.8,1016.5,20.9,28.5
4,2010,Cobar,-31.4958,145.8389,NSW,13.6,25.6,1.27,31.1,61.6,37.1,1020.3,1017.4,18.8,24.7
5,2010,Cobar,-31.4958,145.8389,NSW,8.9,20.6,0.83,31.4,60.2,40.1,1019.6,1016.7,14.3,19.6
6,2010,Cobar,-31.4958,145.8389,NSW,6.2,16.6,0.58,28.7,79.6,50.7,1024.9,1022.5,9.8,15.9
7,2010,Cobar,-31.4958,145.8389,NSW,5.5,15.8,2.63,30.5,82.1,54.1,1025.2,1022.9,9.1,15
8,2010,Cobar,-31.4958,145.8389,NSW,5.1,15.2,0.84,37.1,72.6,49.9,1019.8,1016.9,9.7,14.3
9,2010,Cobar,-31.4958,145.8389,NSW,8.4,20.2,0.78,34.4,63.7,40.9,1020.4,1017.4,14.5,19.3
10,2010,Cobar,-31.4958,145.8389,NSW,11.9,24.1,3.07,37.1,65.7,41.9,1019.2,1017,16.7,22.6
11,2010,Cobar,-31.4958,145.8389,NSW,15,27.6,4.18,38.1,60.6,40.2,1016.6,1014.1,20.2,25.5
12,2010,Cobar,-31.4958,145.8389,NSW,16.7,29.2,2.36,38.7,60.6,38.4,1010.7,1008.4,21.9,27.6
1,2011,Cobar,-31.4958,145.8389,NSW,21.5,35.9,0.57,41.9,46.3,25,1009.5,1007.2,26.7,33.9
2,2011,Cobar,-31.4958,145.8389,NSW,20.8,33.7,1.16,40.2,56,37.1,1013.9,1011.9,24.6,31.5
3,2011,Cobar,-31.4958,145.8389,NSW,17.4,29.3,0.73,33.9,64.2,36.3,1014.6,1012.7,20.2,27.4
5,2011,Cobar,-31.4958,145.8389,NSW,6.7,18.7,1.39,29.7,68.3,42.3,1021.3,1018.7,11.6,17.8
6,2011,Cobar,-31.4958,145.8389,NSW,5.4,17.2,0.07,30.5,70.7,45.3,1023.3,1021.1,10.2,16.2
7,2011,Cobar,-31.4958,145.8389,NSW,4.6,16,0.44,30.5,73.1,42.2,1024,1021.5,8.9,15.2
8,2011,Cobar,-31.4958,145.8389,NSW,8.4,21.9,0.62,33.3,51.3,28.2,1023.5,1020.4,14.4,20.8
9,2011,Cobar,-31.4958,145.8389,NSW,9.7,24.2,0.94,43.1,37,24.1,1020.2,1016.6,17.2,22.8
10,2011,Cobar,-31.4958,145.8389,NSW,12.8,26.3,0.74,38,53.1,28.3,1017.6,1015,17.9,25
11,2011,Cobar,-31.4958,145.8389,NSW,16.6,29.8,1.91,40.2,55.2,34.4,1014.6,1012.5,21.6,27.6
12,2011,Cobar,-31.4958,145.8389,NSW,17.2,30,1.26,40.6,54.1,32.1,1012.3,1009.7,21.8,27.9
1,2012,Cobar,-31.4958,145.8389,NSW,20,32.4,3.6,45.7,49.7,31.5,1012.2,1009.5,23.9,30.6
2,2012,Cobar,-31.4958,145.8389,NSW,17.9,30.8,1.7,38.7,60.1,35.7,1012,1009.9,22.2,29.3
3,2012,Cobar,-31.4958,145.8389,NSW,15.7,28.1,2.79,36.6,66.2,41.6,1014.8,1012.7,19.4,26.5
4,2012,Cobar,-31.4958,145.8389,NSW,12.1,25.8,0.01,32.2,49.9,27.8,1020.8,1017.7,18.6,24.9
5,2012,Cobar,-31.4958,145.8389,NSW,7.1,20.4,0.39,30,58.4,35.1,1023.6,1020.8,12.9,19.5
6,2012,Cobar,-31.4958,145.8389,NSW,5.4,16.4,1.11,30.2,78,49.4,1021.6,1019.1,9.5,15.6
7,2012,Cobar,-31.4958,145.8389,NSW,4.3,16.1,0.97,33.6,77.3,46.1,1025,1022.4,8.8,15.2
